problem_id,worker_role,worker_domain,problem_title,problem_description,type_of_issue,impacted_users_estimate,public_reputation_risk,revenue_impact_estimate,time_to_fix_estimate_hours,label
P0676,Content Moderator,Monetization,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,366804,1,57732,7,hair_on_fire
P0677,Product Designer,Accessibility,Moderators are overwhelmed with spam reports; SLA targets are not being met,Moderators are overwhelmed with spam reports; SLA targets are not being met.,community report overload,163668,0,0,8,hair_on_fire
P0678,Product Designer,Growth,Inappropriate ads are being shown alongside children's content,Inappropriate ads are being shown alongside children's content.,ad misplacement,14500,1,14585,41,hair_on_fire
P0679,Community Manager,User Experience,Users are sharing false information rapidly,Users are sharing false information rapidly. Needs immediate intervention to avoid public trust issues.,misinformation,348097,0,27770,28,hair_on_fire
P0680,Policy Analyst,User Experience,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,728934,0,86969,69,hair_on_fire
P0681,Content Moderator,Monetization,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,63129,1,0,36,vitamin
P0682,Content Moderator,User Experience,Users are sharing false information rapidly,Users are sharing false information rapidly. Needs immediate intervention to avoid public trust issues.,misinformation,69932,1,86898,48,hair_on_fire
P0683,Engineer,Platform Integrity,Inappropriate ads are being shown alongside children's content,Inappropriate ads are being shown alongside children's content.,ad misplacement,909645,1,0,50,vitamin
P0684,Engineer,Trust & Safety,"App launch times have increased, leading to user drop-off","App launch times have increased, leading to user drop-off.",slow app performance,908977,0,0,66,vitamin
P0685,Community Manager,Platform Integrity,Users are sharing false information rapidly,Users are sharing false information rapidly. Needs immediate intervention to avoid public trust issues.,misinformation,259509,1,51563,22,hair_on_fire
P0686,Content Moderator,Trust & Safety,Moderators are overwhelmed with spam reports; SLA targets are not being met,Moderators are overwhelmed with spam reports; SLA targets are not being met.,community report overload,372740,1,0,66,hair_on_fire
P0687,Policy Analyst,Platform Integrity,Inappropriate ads are being shown alongside children's content,Inappropriate ads are being shown alongside children's content.,ad misplacement,921459,1,3862,37,vitamin
P0688,Product Designer,Growth,Moderators are overwhelmed with spam reports; SLA targets are not being met,Moderators are overwhelmed with spam reports; SLA targets are not being met.,community report overload,940856,1,11507,50,hair_on_fire
P0689,Product Designer,Developer Tools,API servers experience outages affecting user authentication,API servers experience outages affecting user authentication.,server downtime,600827,0,40944,44,hair_on_fire
P0690,Community Manager,Growth,API servers experience outages affecting user authentication,API servers experience outages affecting user authentication.,server downtime,684267,0,89659,27,hair_on_fire
P0691,Research Scientist,Monetization,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,451055,0,74035,22,hair_on_fire
P0692,Marketer,Core Engineering,Users report that the button to submit forms is not working on mobile devices,Users report that the button to submit forms is not working on mobile devices.,UX bug,193179,1,19073,5,hair_on_fire
P0693,Marketer,Developer Tools,Detected unauthorized access to user data through a vulnerability,Detected unauthorized access to user data through a vulnerability.,security breach,318183,1,83472,37,hair_on_fire
P0694,Research Scientist,Accessibility,Users report that the button to submit forms is not working on mobile devices,Users report that the button to submit forms is not working on mobile devices.,UX bug,138035,0,0,36,vitamin
P0695,Product Designer,Accessibility,API servers experience outages affecting user authentication,API servers experience outages affecting user authentication.,server downtime,720867,0,90196,63,hair_on_fire
P0696,Research Scientist,User Experience,Moderators are overwhelmed with spam reports; SLA targets are not being met,Moderators are overwhelmed with spam reports; SLA targets are not being met.,community report overload,193013,1,18024,22,hair_on_fire
P0697,Product Designer,Accessibility,Users are sharing false information rapidly,Users are sharing false information rapidly. Needs immediate intervention to avoid public trust issues.,misinformation,428536,0,54138,30,hair_on_fire
P0698,Product Designer,Accessibility,Users report that the button to submit forms is not working on mobile devices,Users report that the button to submit forms is not working on mobile devices.,UX bug,185779,1,64217,43,hair_on_fire
P0699,Community Manager,Accessibility,Detected unauthorized access to user data through a vulnerability,Detected unauthorized access to user data through a vulnerability.,security breach,424633,0,49856,42,hair_on_fire
P0700,Data Scientist,Platform Integrity,Users report that the button to submit forms is not working on mobile devices,Users report that the button to submit forms is not working on mobile devices.,UX bug,473646,1,5559,33,hair_on_fire
P0701,Data Scientist,Platform Integrity,Detected unauthorized access to user data through a vulnerability,Detected unauthorized access to user data through a vulnerability.,security breach,541298,0,0,58,hair_on_fire
P0702,Data Scientist,Monetization,Inappropriate ads are being shown alongside children's content,Inappropriate ads are being shown alongside children's content.,ad misplacement,483857,0,80364,8,hair_on_fire
P0703,Research Scientist,User Experience,"App launch times have increased, leading to user drop-off","App launch times have increased, leading to user drop-off.",slow app performance,94934,0,0,71,vitamin
P0704,Research Scientist,Developer Tools,Detected unauthorized access to user data through a vulnerability,Detected unauthorized access to user data through a vulnerability.,security breach,339273,1,0,60,hair_on_fire
P0705,Product Designer,User Experience,Users report that the button to submit forms is not working on mobile devices,Users report that the button to submit forms is not working on mobile devices.,UX bug,262330,1,93253,22,hair_on_fire
P0706,Engineer,Core Engineering,Users report that the button to submit forms is not working on mobile devices,Users report that the button to submit forms is not working on mobile devices.,UX bug,740632,1,11181,69,hair_on_fire
P0707,Data Scientist,Growth,Detected unauthorized access to user data through a vulnerability,Detected unauthorized access to user data through a vulnerability.,security breach,577179,1,0,23,hair_on_fire
P0708,Marketer,Growth,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,911122,0,0,8,vitamin
P0709,Data Scientist,Monetization,Inappropriate ads are being shown alongside children's content,Inappropriate ads are being shown alongside children's content.,ad misplacement,765730,1,0,25,vitamin
